gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,RevenueRisk,PredictedChurn
0,0,1,0,61,1,2,2,1,1,1,1,1,1,2,0,0,25.3,1554.9,1543.3,0
0,1,1,0,70,1,2,1,0,0,0,0,0,0,2,1,1,75.65,5411.4,5295.5,0
0,0,0,0,2,1,0,0,0,0,2,0,0,2,0,0,2,60.85,111.4,121.7,0
0,1,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,89.3,89.3,89.3,1
0,0,1,1,38,1,0,2,1,1,1,1,1,1,1,0,3,20.3,749.35,771.4,0
1,1,1,0,7,1,0,1,0,0,0,0,0,0,0,1,3,70.1,467.55,490.69999999999993,1
1,1,1,1,60,1,2,1,2,2,0,0,0,2,0,1,2,93.25,5774.55,5595.0,0
0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,3,49.2,103.7,98.4,0
0,0,0,0,2,1,0,1,0,0,0,0,2,2,0,1,2,90.4,168.2,180.8,1
1,0,1,0,8,1,0,1,2,0,0,0,0,0,0,1,3,75.0,658.1,600.0,1
1,0,1,1,67,1,2,1,2,2,2,0,2,2,1,1,2,111.3,7482.1,7457.099999999999,0
1,0,0,0,3,0,1,0,2,2,0,0,0,0,0,1,3,35.45,106.85,106.35000000000001,1
1,0,0,0,27,1,0,2,1,1,1,1,1,1,0,1,1,19.4,460.25,523.8,0
1,0,0,0,3,1,0,0,2,0,0,2,2,0,0,1,1,64.4,195.65,193.20000000000002,0
1,0,1,0,15,1,0,2,1,1,1,1,1,1,0,1,1,19.45,340.85,291.75,0
1,0,1,1,7,1,0,1,0,2,0,2,2,0,0,1,2,89.75,608.8,628.25,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.25,20.25,20.25,1
0,0,1,1,48,1,0,2,1,1,1,1,1,1,2,0,0,20.65,1057.0,991.1999999999999,0
1,0,0,0,70,0,1,0,0,0,0,2,0,2,2,1,3,40.05,2799.75,2803.5,0
1,0,1,1,60,1,0,2,1,1,1,1,1,1,2,1,0,20.95,1270.55,1257.0,0
0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,3,19.05,157.65,171.45000000000002,0
0,1,1,0,2,1,2,1,0,0,2,0,0,0,0,0,2,79.2,172.85,158.4,1
0,0,1,1,1,0,1,0,2,0,0,0,0,0,0,0,0,30.5,30.5,30.5,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.1,70.1,70.1,1
0,0,1,1,58,1,0,1,0,2,2,0,2,0,0,1,2,91.55,5511.65,5309.9,0
0,0,0,1,39,0,1,0,0,0,2,0,0,0,0,0,1,30.1,1131.3,1173.9,0
1,1,1,0,71,1,2,1,2,2,2,2,0,0,1,1,2,92.0,6585.2,6532.0,0
1,0,1,1,22,1,0,2,1,1,1,1,1,1,1,0,3,20.15,419.9,443.29999999999995,0
1,0,0,1,17,1,0,0,0,0,0,0,0,0,1,0,3,44.6,681.4,758.2,0
0,0,0,0,13,0,1,0,0,0,2,2,0,0,2,0,3,35.4,450.4,460.2,0
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.35,69.35,69.35,1
0,0,1,0,44,1,0,0,2,2,2,0,0,0,1,1,3,61.5,2722.2,2706.0,0
1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.5,79.5,79.5,1
1,0,1,1,53,1,2,0,0,0,2,2,2,2,1,1,3,78.75,3942.45,4173.75,0
1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,25.1,79.8,75.30000000000001,1
0,0,1,0,24,1,2,1,0,0,2,0,0,0,0,1,3,79.65,1928.7,1911.6000000000001,0
0,1,1,0,62,1,2,1,0,2,2,0,2,0,1,1,1,97.95,5936.55,6072.900000000001,0
0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,1,44.05,202.15,220.25,0
0,0,0,0,6,1,0,0,0,0,0,0,0,2,0,1,2,55.0,340.4,330.0,0
0,0,1,0,49,1,0,2,1,1,1,1,1,1,2,1,0,20.15,973.35,987.3499999999999,0
1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,1,3,19.25,86.05,96.25,0
1,1,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,94.0,181.7,188.0,1
1,0,1,0,71,1,2,1,2,2,2,2,2,2,2,1,2,116.25,8564.75,8253.75,0
0,0,1,0,53,1,0,1,2,2,2,2,2,2,1,0,2,110.5,5835.5,5856.5,0
0,0,1,1,45,1,0,0,0,2,0,2,0,0,1,1,1,54.15,2319.8,2436.75,0
0,0,0,0,27,1,0,2,1,1,1,1,1,1,1,0,3,19.15,501.35,517.05,0
0,0,1,1,36,1,0,0,2,0,0,0,0,0,0,0,1,51.05,1815.0,1837.8,0
1,0,0,1,54,1,2,0,0,2,0,0,0,0,0,1,1,55.0,3092.65,2970.0,0
1,0,1,0,57,1,2,1,0,0,2,2,2,2,2,0,2,107.95,5969.85,6153.150000000001,0
1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,2,50.75,50.75,50.75,1
0,0,1,1,34,1,0,0,2,2,2,2,2,2,2,0,3,84.75,2839.45,2881.5,0
0,0,0,0,56,0,1,0,0,0,0,0,2,2,0,1,1,44.85,2564.95,2511.6,0
0,0,0,0,11,1,2,1,0,0,0,0,0,0,0,1,2,76.5,837.95,841.5,0
1,0,1,1,7,1,0,2,1,1,1,1,1,1,0,0,3,20.25,144.35,141.75,0
1,0,1,1,5,1,2,0,2,2,0,2,0,0,0,0,1,64.4,316.9,322.0,0
1,0,1,1,24,1,2,0,2,0,0,0,2,2,1,0,3,74.8,1821.2,1795.1999999999998,0
1,1,1,0,54,1,2,1,0,0,0,0,0,0,0,0,0,74.0,3919.15,3996.0,0
1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,0,89.05,6254.45,6411.599999999999,0
1,0,1,1,30,1,2,0,2,2,2,2,0,0,0,0,2,67.6,2000.2,2027.9999999999998,0
0,1,0,0,15,1,0,1,2,0,2,2,0,2,0,1,3,96.3,1426.75,1444.5,1
0,0,1,1,15,1,0,2,1,1,1,1,1,1,0,0,3,20.05,284.3,300.75,0
1,1,0,0,57,1,2,1,0,2,0,2,2,2,0,1,0,104.9,5913.95,5979.3,0
1,0,1,1,72,1,2,1,0,2,2,2,0,0,2,0,0,90.45,6565.85,6512.400000000001,0
1,0,1,1,13,1,0,1,0,0,2,0,2,2,0,0,2,97.0,1334.45,1261.0,1
0,0,0,0,60,1,0,2,1,1,1,1,1,1,2,0,3,20.6,1093.0,1236.0,0
1,0,0,0,22,1,2,0,2,2,2,0,0,0,0,0,3,65.05,1427.55,1431.1,0
1,0,0,0,34,1,2,1,0,2,0,2,2,2,0,1,2,105.35,3540.65,3581.8999999999996,0
0,0,0,0,7,1,0,1,0,0,0,0,2,0,0,1,2,79.7,586.05,557.9,1
0,0,1,1,20,1,0,2,1,1,1,1,1,1,0,0,2,20.0,417.65,400.0,0
0,0,1,1,52,1,0,1,0,2,2,2,0,0,0,0,0,85.8,4433.3,4461.599999999999,0
1,0,0,0,24,1,2,1,0,2,0,0,2,2,0,1,0,99.65,2404.85,2391.6000000000004,0
0,1,0,0,4,1,2,0,0,0,0,0,0,0,0,0,3,48.75,179.85,195.0,1
1,1,1,0,57,1,2,0,0,2,2,0,2,0,1,1,1,71.1,4140.1,4052.7,0
1,0,1,1,66,1,0,0,2,2,2,2,0,0,2,0,3,65.85,4097.05,4346.099999999999,0
0,0,0,0,11,1,0,0,0,0,0,0,2,2,0,1,2,64.9,716.1,713.9000000000001,0
0,0,1,1,57,1,2,0,2,0,2,2,2,2,2,1,2,84.5,4845.4,4816.5,0
0,0,1,1,40,1,2,1,0,0,2,2,0,0,0,1,2,84.85,3303.05,3394.0,0
0,1,0,0,57,0,1,0,0,2,2,0,2,2,0,1,2,55.0,3094.05,3135.0,0
0,0,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,95.15,196.9,190.3,1
1,0,1,1,70,1,2,0,2,2,2,2,0,2,1,0,0,78.35,5445.95,5484.5,0
1,1,1,0,7,1,0,1,0,0,0,0,2,2,0,1,2,89.5,676.7,626.5,0
1,0,0,0,17,1,0,2,1,1,1,1,1,1,0,0,1,21.1,385.55,358.70000000000005,0
0,1,0,1,33,1,2,1,0,2,2,0,2,2,0,1,0,105.35,3465.05,3476.5499999999997,1
0,1,0,0,18,1,0,1,0,2,0,0,0,0,0,1,2,73.55,1359.45,1323.8999999999999,0
0,0,1,1,63,1,0,0,2,2,2,2,0,0,2,0,3,63.55,4014.2,4003.6499999999996,0
0,0,0,0,20,1,0,2,1,1,1,1,1,1,0,1,1,18.9,347.65,378.0,0
0,0,0,0,70,1,2,0,2,2,2,0,2,2,2,0,3,84.7,5991.05,5929.0,0
0,1,1,0,53,1,2,1,0,0,0,0,2,2,1,1,1,95.85,5016.25,5080.049999999999,0
0,0,1,0,24,1,0,2,1,1,1,1,1,1,1,0,3,20.15,456.85,483.59999999999997,0
0,0,1,1,56,1,2,1,0,2,2,2,0,2,1,1,1,99.75,5608.4,5586.0,0
0,0,1,0,39,1,0,1,2,0,2,2,2,2,1,1,1,104.7,4134.85,4083.3,0
0,1,1,0,17,1,2,1,0,0,0,0,2,2,0,1,2,92.55,1614.7,1573.35,1
1,0,1,0,15,1,0,1,0,0,0,0,0,0,0,1,0,68.6,1108.6,1029.0,0
1,1,1,1,38,1,2,1,0,2,0,0,2,2,0,0,2,101.15,3741.85,3843.7000000000003,0
0,0,0,0,13,0,1,0,0,0,2,0,2,2,0,0,2,49.15,649.4,638.9499999999999,0
1,0,1,1,44,1,0,2,1,1,1,1,1,1,1,0,0,20.6,926.0,906.4000000000001,0
1,1,1,0,46,1,0,1,0,0,0,0,0,2,0,1,2,80.4,3605.2,3698.4,0
0,0,1,0,56,1,0,1,0,0,2,2,2,2,0,1,2,98.7,5669.5,5527.2,0
1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,44.15,92.65,88.3,1
1,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,18.95,110.15,113.69999999999999,0
0,1,1,1,48,0,1,0,0,2,0,0,0,0,1,0,0,29.9,1388.75,1435.1999999999998,0
0,0,1,1,68,1,2,0,2,2,2,2,0,2,1,1,2,78.45,5333.35,5334.6,0
1,0,0,0,31,1,2,1,0,2,0,0,0,0,0,1,2,80.45,2429.1,2493.9500000000003,0
1,0,0,0,12,1,2,1,0,2,2,2,2,2,0,1,3,112.95,1384.75,1355.4,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.1,70.1,70.1,1
0,1,1,0,72,1,2,0,2,2,2,2,2,2,2,0,1,89.1,6352.4,6415.2,0
1,1,0,0,5,1,0,2,1,1,1,1,1,1,0,0,0,20.05,94.15,100.25,0
0,0,0,0,3,1,0,0,0,2,0,2,2,2,0,1,2,75.3,244.1,225.89999999999998,1
1,0,1,0,63,1,2,1,0,2,2,0,2,2,0,1,2,102.4,6444.05,6451.200000000001,0
0,0,0,0,67,1,0,0,2,0,2,2,0,2,1,1,0,72.35,4991.5,4847.45,0
1,0,1,0,66,1,2,0,2,2,2,0,0,0,2,1,1,66.1,4428.45,4362.599999999999,0
1,0,0,0,23,1,0,2,1,1,1,1,1,1,0,0,2,20.85,473.9,479.55,0
0,0,1,1,8,1,0,2,1,1,1,1,1,1,0,0,1,21.05,139.75,168.4,0
0,0,1,0,64,1,0,2,1,1,1,1,1,1,2,0,1,19.45,1208.6,1244.8,0
0,0,1,0,16,0,1,0,0,0,0,2,2,2,0,1,2,49.95,810.2,799.2,0
0,1,0,0,17,1,2,1,0,0,0,0,2,2,0,1,2,94.2,1608.15,1601.4,1
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.65,19.65,19.65,0
1,0,1,0,72,1,2,1,2,2,0,2,0,2,2,1,0,100.55,7325.1,7239.599999999999,0
0,0,0,0,15,1,2,1,0,2,0,0,2,2,0,1,2,100.15,1415.0,1502.25,1
0,0,0,0,60,1,2,0,0,0,2,2,2,2,1,0,1,80.55,4847.05,4833.0,0
0,0,0,0,15,1,2,0,2,0,0,0,0,0,0,1,3,55.7,899.8,835.5,0
0,0,0,0,1,1,2,1,0,0,0,0,2,2,0,0,3,95.65,95.65,95.65,1
0,0,0,1,8,0,1,0,2,0,0,0,0,2,0,1,2,38.5,330.8,308.0,0
0,0,1,0,63,1,2,0,2,2,0,0,2,2,1,1,1,79.7,4786.15,5021.1,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,44.8,44.8,44.8,0
1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,3,48.55,48.55,48.55,0
0,0,0,1,1,1,0,0,2,0,0,2,0,0,0,0,2,54.5,54.5,54.5,1
0,1,1,0,56,1,2,1,2,2,2,2,0,0,1,0,2,95.65,5471.75,5356.400000000001,0
1,0,1,0,35,1,0,0,2,2,2,0,0,0,0,0,3,61.0,2130.45,2135.0,0
1,0,1,0,22,1,0,1,0,0,2,0,2,0,0,1,0,87.0,1850.65,1914.0,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.5,19.5,19.5,1
1,0,0,0,50,1,0,1,2,2,0,2,0,2,0,1,1,93.5,4747.5,4675.0,0
1,0,1,0,41,1,2,1,0,2,0,0,0,0,0,1,2,80.25,3439.0,3290.25,1
1,0,1,1,39,1,2,1,0,0,2,0,2,2,1,0,2,100.0,3835.55,3900.0,0
1,0,0,0,1,1,0,0,2,0,0,2,0,0,0,1,2,53.95,53.95,53.95,0
0,0,1,1,8,1,0,0,0,2,0,2,0,0,0,0,0,56.3,401.5,450.4,0
1,0,0,0,20,1,0,1,0,0,0,0,2,0,0,0,2,78.8,1641.3,1576.0,0
1,1,1,0,51,1,2,1,2,0,2,0,2,0,0,1,0,93.8,4750.95,4783.8,0
1,1,0,0,1,1,0,1,0,0,0,2,0,0,0,0,2,74.7,74.7,74.7,0
1,1,1,0,72,1,0,1,2,2,0,2,0,0,2,1,1,84.8,6141.65,6105.599999999999,0
1,1,1,0,24,1,0,1,0,0,2,0,2,2,0,1,2,93.15,2231.05,2235.6000000000004,1
0,0,0,0,56,1,0,2,1,1,1,1,1,1,2,0,0,19.7,1051.9,1103.2,0
0,0,0,0,53,1,0,1,2,2,2,2,0,2,2,0,3,99.5,5424.25,5273.5,0
1,0,1,1,47,1,2,0,0,2,0,0,0,0,0,0,2,54.25,2538.2,2549.75,0
0,0,1,1,72,1,2,1,0,2,2,2,2,2,2,1,0,109.2,7711.45,7862.400000000001,0
1,0,1,1,11,1,2,1,0,0,0,0,0,0,0,1,2,74.35,834.2,817.8499999999999,1
0,1,1,0,60,1,2,1,2,2,2,2,2,2,2,1,0,116.05,6925.9,6963.0,0
1,1,0,0,19,1,2,1,0,2,0,0,2,0,0,1,2,88.2,1775.8,1675.8,1
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,21.05,21.05,21.05,0
0,0,0,0,32,1,2,0,0,2,0,0,0,0,0,1,2,54.2,1739.6,1734.4,0
1,0,1,1,8,1,0,2,1,1,1,1,1,1,0,0,1,19.65,169.75,157.2,0
1,0,0,0,5,1,0,0,0,0,2,2,2,2,0,0,0,75.15,392.65,375.75,0
0,0,0,0,36,1,0,2,1,1,1,1,1,1,1,1,0,19.25,679.8,693.0,0
1,0,0,0,23,1,2,1,0,0,0,2,2,0,0,1,2,90.6,1943.2,2083.7999999999997,1
1,0,0,0,5,1,0,1,0,0,0,0,0,0,0,1,2,69.75,324.6,348.75,1
0,0,1,1,38,1,0,2,1,1,1,1,1,1,2,1,3,20.2,746.05,767.6,0
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.3,75.3,75.3,1
1,0,0,0,42,1,2,1,0,0,2,0,0,0,0,0,2,79.9,3313.4,3355.8,1
1,1,0,0,70,0,1,0,0,0,0,0,2,2,1,1,2,45.25,3264.45,3167.5,0
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.35,46.35,38.7,0
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6,69.6,69.6,1
0,0,1,1,2,0,1,0,0,0,0,2,0,0,0,0,0,29.05,44.75,58.1,1
1,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,2,76.5,162.45,153.0,1
0,0,0,0,41,1,2,1,0,0,2,0,2,2,0,0,0,98.05,3990.6,4020.0499999999997,0
1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,3,51.25,51.25,51.25,0
1,0,1,1,70,1,2,0,2,2,2,2,2,2,2,1,1,90.15,6237.05,6310.5,0
1,0,1,0,31,1,2,0,0,0,0,0,2,0,0,1,1,59.05,1882.8,1830.55,0
0,0,0,0,18,1,0,1,0,0,0,0,0,0,0,1,2,69.8,1221.65,1256.3999999999999,0
0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,3,30.55,30.55,30.55,0
0,0,1,1,14,1,0,2,1,1,1,1,1,1,2,0,3,18.8,255.55,263.2,0
1,0,1,0,72,1,0,0,2,2,0,2,2,2,2,1,0,79.35,5753.25,5713.2,0
0,0,0,0,58,1,2,2,1,1,1,1,1,1,2,1,1,24.7,1519.0,1432.6,0
0,0,0,0,34,1,2,0,2,2,0,2,0,0,1,1,3,64.4,2088.75,2189.6000000000004,0
0,0,1,0,2,1,0,2,1,1,1,1,1,1,0,0,0,19.85,52.0,39.7,0
0,0,1,1,14,1,2,1,0,0,0,0,2,0,0,1,2,84.8,1203.9,1187.2,1
0,0,1,1,61,1,2,0,2,2,2,2,2,2,2,0,3,88.1,5526.75,5374.099999999999,0
0,0,1,0,38,1,2,1,0,0,2,2,2,2,0,1,2,105.0,4026.4,3990.0,0
0,0,1,1,58,1,2,1,2,2,0,0,0,2,0,1,0,93.4,5435.6,5417.200000000001,0
1,0,0,0,2,1,0,0,0,0,0,2,2,2,0,0,2,70.3,132.4,140.6,0
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,20.05,20.05,20.05,0
0,0,0,0,39,1,0,1,0,0,2,2,0,0,2,1,2,80.45,3201.55,3137.55,0
1,0,0,0,68,1,2,0,2,2,2,0,0,2,1,1,1,76.9,5023.0,5229.200000000001,0
0,0,1,1,31,1,0,2,1,1,1,1,1,1,2,0,3,21.0,697.7,651.0,0
0,0,1,1,55,1,0,1,0,0,0,0,0,0,2,1,1,69.05,3842.6,3797.75,0
0,0,1,1,14,1,2,1,0,2,0,0,0,2,0,1,0,90.9,1259.0,1272.6000000000001,1
0,1,0,0,55,1,2,1,0,0,2,0,2,2,1,1,2,100.0,5509.3,5500.0,0
1,0,0,0,25,1,0,1,2,0,2,2,2,2,0,1,2,105.5,2686.05,2637.5,0
1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,1,89.7,6339.3,6458.400000000001,0
1,1,1,0,6,1,2,1,0,0,2,0,0,0,0,1,2,80.8,457.1,484.79999999999995,1
0,1,1,0,45,1,0,1,0,0,2,0,0,2,0,1,2,86.1,3861.45,3874.4999999999995,0
1,0,1,1,56,1,0,0,2,2,2,0,0,0,2,1,0,59.8,3457.45,3348.7999999999997,0
0,0,0,0,13,0,1,0,0,0,0,0,0,2,0,1,2,35.1,446.1,456.3,0
0,0,1,0,28,1,2,1,0,0,2,2,2,2,0,1,2,104.8,3046.05,2934.4,1
0,0,1,0,7,1,0,0,0,0,0,0,0,0,0,1,3,44.25,313.45,309.75,0
0,1,0,0,18,1,2,1,0,2,0,2,2,2,0,1,1,103.6,1806.35,1864.8,0
1,0,0,0,46,1,2,1,0,2,2,0,2,0,1,1,1,94.9,4422.95,4365.400000000001,0
0,0,1,0,64,1,2,2,1,1,1,1,1,1,2,0,1,25.0,1584.8,1600.0,0
0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,3,46.0,193.6,184.0,0
0,0,1,0,71,0,1,0,2,2,2,2,0,0,2,1,0,47.6,3377.8,3379.6,0
0,0,1,1,38,1,0,2,1,1,1,1,1,1,0,0,3,20.45,781.25,777.1,0
1,0,0,1,55,1,0,2,1,1,1,1,1,1,1,0,0,19.1,1001.5,1050.5,0
0,1,0,0,1,1,0,1,0,0,2,0,0,2,0,1,2,85.0,85.0,85.0,1
0,0,0,0,11,1,0,1,0,2,2,2,0,2,0,1,2,94.2,999.9,1036.2,1
1,0,1,0,63,1,2,1,0,2,2,0,2,2,0,1,2,103.4,6603.0,6514.200000000001,0
0,1,1,0,66,1,2,0,0,2,2,0,2,2,2,1,0,80.55,5265.1,5316.3,0
1,1,0,0,22,1,2,1,0,0,0,0,2,2,0,1,2,96.7,2082.95,2127.4,1
0,0,0,0,5,1,2,1,0,0,0,0,2,0,0,1,2,84.0,424.75,420.0,1
0,1,0,0,18,1,0,0,0,2,0,0,0,0,0,1,1,49.85,865.75,897.3000000000001,0
0,0,0,0,20,1,0,2,1,1,1,1,1,1,2,0,3,19.7,406.95,394.0,0
0,1,1,0,18,1,2,1,0,0,0,2,2,2,0,0,0,99.75,1836.25,1795.5,0
1,0,1,1,65,1,2,1,2,0,2,2,2,2,2,0,0,108.65,6937.95,7062.25,0
1,0,1,1,69,1,2,0,2,0,2,2,2,2,2,0,0,86.9,6194.1,5996.1,0
0,0,1,0,52,1,0,0,2,0,2,0,2,0,1,1,3,64.3,3410.6,3343.6,0
1,0,0,0,2,1,0,1,0,0,0,0,0,2,0,1,2,80.2,181.1,160.4,1
0,1,1,1,48,1,0,1,2,0,2,2,2,2,0,1,2,104.5,5068.05,5016.0,0
0,0,1,0,42,1,2,1,0,0,2,2,0,0,0,1,2,84.3,3588.4,3540.6,0
1,1,1,0,23,1,2,1,0,2,2,0,2,2,0,1,2,104.45,2184.85,2402.35,1
1,0,1,0,72,1,2,1,0,2,2,0,2,2,2,1,0,103.75,7346.2,7470.0,0
1,0,1,1,24,1,2,2,1,1,1,1,1,1,2,1,0,24.1,587.4,578.4000000000001,0
0,0,0,1,7,0,1,0,2,0,0,0,0,0,0,0,3,29.8,201.95,208.6,0
0,0,0,0,66,1,2,1,0,0,2,0,2,0,1,1,0,92.15,6056.9,6081.900000000001,0
1,0,0,0,67,1,2,1,2,2,2,2,2,2,1,1,0,118.35,7804.15,7929.45,0
1,0,1,0,47,1,2,1,0,2,2,0,2,2,0,1,2,104.1,5135.15,4892.7,1
0,1,1,0,47,1,2,1,0,0,2,0,2,2,0,0,2,99.7,4747.2,4685.900000000001,0
1,0,0,0,2,1,0,0,2,0,2,0,0,0,0,0,2,53.45,119.5,106.9,0
0,0,1,1,12,1,2,2,1,1,1,1,1,1,2,0,1,25.25,274.7,303.0,0
1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,3,70.3,220.4,210.89999999999998,0
1,1,1,0,69,1,2,1,0,2,2,0,0,2,0,1,0,95.35,6382.0,6579.15,0
1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.05,79.05,79.05,1
1,0,1,1,8,1,0,0,0,0,0,0,0,0,1,1,3,43.45,345.5,347.6,0
1,0,0,0,3,1,2,1,0,2,2,0,2,2,0,1,0,105.35,323.25,316.04999999999995,1
0,0,1,1,30,0,1,0,0,0,0,2,2,2,0,0,1,51.2,1561.5,1536.0,0
1,0,0,0,29,1,0,0,0,0,2,2,2,2,1,1,0,75.35,2243.9,2185.1499999999996,0
0,0,0,0,40,1,0,2,1,1,1,1,1,1,2,1,0,20.6,827.3,824.0,0
1,0,1,0,72,1,2,0,2,0,2,2,2,2,2,0,1,86.65,6094.25,6238.8,0
1,0,1,0,48,1,2,1,2,2,2,0,2,2,0,1,0,111.45,5315.1,5349.6,0
1,1,0,0,47,1,0,1,2,0,0,0,0,2,0,0,3,85.5,4042.3,4018.5,0
0,1,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,20.05,91.45,80.2,0
1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,114.05,8289.2,8211.6,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,1,19.75,19.75,19.75,0
1,0,0,1,52,1,2,2,1,1,1,1,1,1,2,0,1,25.6,1334.5,1331.2,0
1,0,1,0,5,0,1,0,0,0,0,0,0,0,0,1,2,24.95,100.4,124.75,0
1,0,1,1,22,1,0,2,1,1,1,1,1,1,1,0,0,20.25,488.25,445.5,0
0,0,1,1,18,1,0,0,2,2,0,2,0,0,1,1,3,61.5,1087.45,1107.0,0
0,0,1,1,54,1,2,2,1,1,1,1,1,1,1,1,0,24.75,1342.15,1336.5,0
1,0,0,0,25,1,0,2,1,1,1,1,1,1,0,0,3,20.6,541.5,515.0,0
0,0,0,0,38,1,0,2,1,1,1,1,1,1,2,0,3,20.3,743.05,771.4,0
0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.7,141.45,141.4,1
0,0,0,0,2,1,2,0,0,0,0,2,0,0,0,1,3,54.35,117.05,108.7,1
0,0,0,0,7,1,0,0,0,0,0,2,2,2,0,1,1,70.75,450.8,495.25,0
1,0,0,0,4,1,0,0,0,0,0,0,2,0,0,1,2,56.4,234.85,225.6,0
0,0,1,1,3,0,1,0,2,0,0,0,0,0,0,0,1,29.7,91.7,89.1,0
1,0,1,0,53,1,0,2,1,1,1,1,1,1,2,0,1,19.9,1110.05,1054.6999999999998,0
0,0,0,0,17,1,0,2,1,1,1,1,1,1,1,0,1,20.05,337.9,340.85,0
0,0,0,0,70,0,1,0,2,2,2,2,0,0,2,1,0,44.6,3058.15,3122.0,0
1,0,0,0,25,1,2,1,0,0,0,0,2,2,0,1,0,94.7,2362.1,2367.5,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.3,20.3,20.3,0
0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,49.55,49.55,49.55,0
0,1,0,0,24,1,0,2,1,1,1,1,1,1,0,1,3,20.3,459.95,487.20000000000005,0
1,1,0,0,3,1,2,1,0,0,2,0,2,0,0,0,2,91.05,289.1,273.15,1
1,0,1,1,48,1,2,2,1,1,1,1,1,1,2,0,3,23.55,1173.35,1130.4,0
0,0,0,0,66,0,1,0,2,2,2,2,2,2,2,1,0,62.5,4136.4,4125.0,0
1,0,1,1,19,1,2,1,0,0,0,2,2,2,1,1,2,100.95,1875.55,1918.05,0
0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,3,50.45,50.45,50.45,1
0,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,25.2,1787.35,1814.3999999999999,0
1,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,3,19.85,193.05,198.5,0
1,0,1,1,54,1,2,0,2,2,0,2,0,0,2,1,1,65.65,3566.7,3545.1000000000004,0
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,24.75,1836.9,1757.25,0
1,0,1,1,27,1,2,1,0,0,0,0,0,0,0,1,0,75.75,1929.0,2045.25,0
0,0,1,0,57,1,0,2,1,1,1,1,1,1,2,1,0,19.6,1134.25,1117.2,0
0,0,1,1,10,1,2,0,2,2,0,0,2,0,1,0,2,70.3,676.15,703.0,0
0,1,0,0,2,1,0,1,0,0,0,0,2,0,0,0,3,81.5,162.55,163.0,1
0,0,0,0,34,1,0,0,2,0,2,2,2,2,1,1,0,79.95,2727.3,2718.3,0
1,1,1,0,19,0,1,0,0,2,2,0,0,0,0,1,1,34.3,577.15,651.6999999999999,0
0,0,0,0,17,1,0,1,0,0,0,0,0,0,0,1,2,70.0,1144.5,1190.0,0
1,0,0,0,66,0,1,0,0,0,0,2,0,0,1,0,1,29.45,1983.15,1943.7,0
0,0,0,0,31,1,2,1,0,0,0,2,0,0,0,1,1,79.85,2404.15,2475.35,0
